Name,Street Address,Locality,State,Zip code,Telephone,fax
North Shelby Animal Hospital,5074 Easley St,Millington,TN,38053, (901) 873-3291, (901) 873-4493
Center Hill Animal Clinic,14910 Goodman Road,Olive Branch,MS,38654, (662) 895-8387, (901) 756-9795
Cat & Cow Veterinary Clinic,3091 Bethel Road,Olive Branch,MS,38654, (662) 895-3626, (901) 756-9795
Oak Tree Animal Clinic LLC,8550 Bethel Road,Olive Branch,MS,38654, (662) 893-0880, (901) 375-4113
Olive Branch Animal Clinic,10368 Goodman Rd,Olive Branch,MS,38654, (662) 895-5509, (662) 893-4217
Petvax Complete Care Centers - Midtown Memphis,1680 Union Ave.  Suite 101-102,Memphis,TN,38104, (901) 244-6195, (901) 624-9014
Park Avenue Animal Hospital,3734 Park Ave,Memphis,TN,38111, (901) 458-0863, (901) 452-3595
VCA Companion Animal Hospital,306 Poplar View Pkwy,Collierville,TN,38017, (901) 854-9700, (901) 854-0110
Your Pet Dentist of Memphis,555 Trinity Creek Cove,Memphis,TN,38018, (901) 833-8476, (901) 382-7877
Yale Road Animal Hospital,4418 Yale Rd,Memphis,TN,38128, (901) 372-2414, (901) 382-7877
Wolfchase Animal Hospital,3015 N Germantown Rd,Memphis,TN,38133, (901) 371-9653, (901) 371-9686
Walnut Trace Animal Clinic,12 Timber Creek Dr,Cordova,TN,38018, (901) 756-4664, (901) 756-4665
Vet Pets Animal Hospital and Pet Store,"1890 N. Germantown Pkwy, #103",Cordova,TN,38016, (901) 756-5556, (901) 761-9427
Petvax Complete Care Centers - East Memphis,4862 Poplar Ave Ste 102,Memphis,TN,38117, (901) 207-5879, (901) 207-6438
Pet Care Professionals Inc,2651 Union Avenue Ext,Memphis,TN,38112, (901) 324-0202, (901) 324-3333
NORTHGATE ANIMAL HOSPITAL,3200 MILLINGTON RD,MEMPHIS,TN,38127, (901) 358-9111, (901) 624-9014
Memphis Animal Emergency,2192 Central Ave,Memphis,TN,38104, (901) 278-3333, (901) 274-1469
Memphis Animal Clinic,733 East Parkway S,Memphis,TN,38104, (901) 272-7411, (901) 272-1815
Mid-South Spay & Neuter Services,854 Goodman St.,Memphis,TN,38111, (901) 324-3202, (901) 324-3969
Memphis Veterinary Specialists,555 Trinity Creek Cove,Cordova,TN,38108, (901) 624-9002, (901) 624-9014
The Pet Hospitals-Collierville,18 S Byhalia Rd,Collierville,TN,38017, (901) 853-7330, (901) 853-9531
Southwind Animal Hospital,7910 Winchester Rd,Memphis,TN,38125, (901) 362-8321, (901) 795-9127
The Pet Hospitals/Cat Hospital Of Memphis - Dr. O'Brien,1017 Oakhaven Rd.,Memphis,TN,38119, (901) 761-3488, (901) 761-9427
The Pet Hospitals-Lakeland,"2961 Canada Rd, Suite 101",Lakeland,TN,38002, (901) 399-7400, (901) 853-9531
The Pet Hospitals-Houston Levee,1144 North Houston Levee #111,Cordova,TN,38018, (901) 755-0570, (901) 853-9531
The Pet Hospitals-Germantown,"9947 Wolf River Boulevard, Suite #104",Germantown,TN,38139, (901) 850-7330, (901) 853-9531
The Pet Hospitals Poplar at Massey,6300 Poplar Ave Ste 106,Memphis,TN,38119, (901) 457-2995, (901) 853-9531
Grace Animal Hospital,668 South Main St.,Memphis,TN,38103, (901) 590-1230, (901) 523-9539
Getwell Animal Hospital,1262 Getwell Rd,Memphis,TN,38111, (901) 743-6515, (901) 757-5098
Pope Animal Clinic,6920 Winchester Rd,Memphis,TN,38115, (901) 365-1979, (901) 360-8692
Parkway Village Animal Hosp,3855 S Perkins Rd,Memphis,TN,38118, (901) 363-4077, (901) 363-0200
Petvax Complete Care Centers - Raines Road,6515 E Raines Rd,Memphis,TN,38115, (901) 362-2393, (901) 654-3121
PetVax Complete Care Center Germantown,3650 Southwind Park Cove,Memphis,TN,38125, (901) 654-3110, (901) 654-3121
Summer Avenue Animal Hospital,4450 Summer Ave,Memphis,TN,38122, (901) 682-2791, (901) 761-7598
Stage Road Animal Hospital,4359 Stage Rd,Memphis,TN,38128, (901) 382-1950, (901) 382-1958
Animal Health Ctr,2418 State Highway 77,Marion,AR,72364, (870) 739-3382, (870) 739-3804
Shelby Center Hospital for Animals,6923 US Highway 64,Memphis,TN,38133, (901) 372-2215, (901) 377-5876
Raleigh Bartlett Animal Hosp,4318 Stage Rd,Memphis,TN,38128, (901) 388-9550, (901) 372-0567
Petvax Cpmplete Care Center Cordova,830 N. Germantown Pkwy STE 102,Cordova,TN,38018, (901) 512-4597, (901) 512-4692
Mc Gehee Clinic For Animals,712 Mount Moriah Rd,Memphis,TN,38117, (901) 682-5684, (901) 682-5685
Mt Moriah Animal Hospital,5650 Mount Moriah Rd,Memphis,TN,38115, (901) 360-9005, (901) 375-4113
Kelsey Canine Medical Center,"875 West Poplar, Suite 24",Collierville,TN,38017, (901) 861-2275, (901) 861-2274
PetVax Complete Care Centers Bartlett,6963 Highway 70,Bartlett,TN,38133, (901) 373-9496, (901) 373-9537
Pet Fit Animal Rehabilitation & Fitness,1000 Reddoch Cove,Memphis,TN,38119, (901) 405-5385, (844) 273-2950
MobileVet Memphis,1532 Kirby Parkway,Memphis,TN,38120, (901) 569-3683, (901) 435-6748
Mid-South Veterinary Spec,3767 Summer Ave,Memphis,TN,38122, (901) 323-4563, (901) 323-0946
Memphis Veterinary Specialists- Ophthalmology,555 Trinity Creek Cove,Cordova,TN,38018, (901) 323-5203, (901) 624-9014
Humane Society of Memphis & Shelby County,935 Farm Rd.,Memphis,TN,38134, (901) 937-3900, (901) 377-3236
Hillcrest Animal Hospital,6207 Stage Rd,Memphis,TN,38134, (901) 676-7297, (901) 377-3236
Goforth Animal Hospital,7820 Poplar Ave # 4,Germantown,TN,38138, (901) 753-4618, (901) 869-4620
Germantown Parkway Animal Hosp,886 Cordova Station Ave,Cordova,TN,38018, (901) 757-5093, (901) 757-5098
Eastgate Animal Clinic,5082 Park Ave,Memphis,TN,38117, (901) 683-6339, (901) 767-4483
Frayser Raleigh Animal Hosp,3147 Frayser Raleigh Rd,Memphis,TN,38128, (901) 353-9452, (901) 353-9470
Family Veterinary Practice,5712 Stage Rd,Bartlett,TN,38134, (901) 385-8387, (901) 380-4185
Eastwood Animal Clinic & Kidney Clinic,1010 S Yates Rd,Memphis,TN,38119, (901) 761-0930, (901) 767-4483
East Memphis Pet Hospital,492 Perkins Extended,Memphis,TN,38117, (901) 317-4414, (901) 684-0632
Gentle Care Animal Hospital,2958 Covington Pike,Memphis,TN,38128, (901) 273-2273, (901) 273-2274
Bluff City Veterinary Specialists,2651 Union Avenue Extended,Memphis,TN,38112, (901) 498-9661, (901) 867-7388
Forest Hill Animal Hospital,3133 Forest Hill Irene Rd #102,Germantown,TN,38138, (901) 754-5007, (901) 754-5948
Day and Night Animal Hospital,4670 Summer Ave,Memphis,TN,38122, (901) 500-7556, (901) 753-1482
Berclair Animal Hospital,5169 Wheelis Dr,Memphis,TN,38117, (901) 685-8204, (901) 683-5179
Collierville Animal Clinic,474 US Highway 72 W,Collierville,TN,38017, (901) 853-8519, (901) 853-4087
Bowling Animal Clinic,672 Commerce Pkwy.,Collierville,TN,38017, (901) 853-2846, (901) 867-7388
Covington Pike Animal Hospital,5070 Raleigh Lagrange Rd,Memphis,TN,38134, (901) 388-3562, (901) 753-1482
Cordova Station Animal Hosp,989 N Germantown Pkwy,Cordova,TN,38018, (901) 753-3540, (901) 753-1482
Cordova Animal Hospital,7995 Fischer Steel Rd,Cordova,TN,38018, (901) 756-5977, (901) 377-2344
Community Pet Hospital,6552 Summer Ave,Bartlett,TN,38134, (901) 377-2330, (901) 377-2344
Barks and Medication,968 Reddoch Cove,Memphis,TN,38119, (901) 746-8234, (901) 266-5279
Cloverleaf Animal Clinic,749 N White Station Rd,Memphis,TN,38122, (901) 682-5681, (901) 754-6242
Banfield Pet Hospital,2805 Wolfcreek Parkway,Memphis,TN,38133, (901) 266-5044, (901) 266-5279
At Home Pet Vet,7373 Laurel Ridge Cv,Germantown,TN,38138, (901) 755-3639, (901) 317-4402
Arlington Pet Hospital,11065 Highway 70,Arlington,TN,38002, (901) 317-4412, (901) 317-4402
Animal Emergency Center,3767 SUMMER AVE,MEMPHIS,TN,38122, (901) 323-4564, (901) 624-9014
Animal Clinic-Sycamore View,1646 Sycamore View Rd,Memphis,TN,38134, (901) 382-3472, (901) 372-2365
De Soto County Animal Clinic,8330 Highway 51 N,Southaven,MS,38671, (662) 342-4899, (662) 342-4622
Brooks Road Animal Hospital,860 E Brooks Rd,Memphis,TN,38116, (901) 332-4550, (901) 332-4441
Greenbrook Animal Hospital,8928 Swinnea Rd,Southaven,MS,38671, (662) 342-6100, (662) 342-5041
Elmore Road Veterinary Clinic,6145 Elmore Road,Southaven,MS,38671, (662) 253-0274, (662) 253-0276
Horn Lake Animal Hospital,3390 Goodman Rd W,Horn Lake,MS,38637, (662) 393-1116, (662) 393-8426
Animal Care Hospital,8565 US Highway 64,Somerville,TN,38068, (901) 466-9224, (901) 466-3005
Gehring Veterinary Hospital,403 Graham St,West Memphis,AR,72301, (870) 735-5795, (870) 633-7719
Munford Animal Clinic,523 Corbitt Dr,Munford,TN,38058, (901) 837-0101, (901) 837-0103
English Veterinary Care,138 Commercial Drive,Atoka,TN,38004, (901) 837-8413, (901) 837-8414
Animal Care Hospital,1991 Saint John Ave,Dyersburg,TN,38024, (731) 285-6270, (731) 285-8852
Stateline Animal Clinic,100 Guthrie Dr,Southaven,MS,38671, (662) 393-4280, (662) 342-1920
Southaven Animal Hospital,8840 Highway 51 North,Southaven,MS,38671, (662) 393-2417, (901) 346-7585
Snowden Grove Animal Hospital,5165 Getwell Rd,Southaven,MS,38671, (662) 536-1916, (901) 346-7585
Covington Animal Clinic,1281 Highway 51 S,Covington,TN,38019, (901) 476-2026, (901) 476-2022
Gordon Veterinary Clinic,104 Star Shopping Ctr St,Covington,TN,38019, (901) 476-2550, (901) 476-2560
Dyer County Animal Hospital,410 US Highway 51 Byp W,Dyersburg,TN,38024, (731) 285-2043, (731) 287-1923
Walls Animal Hospital,7110 Highway 161,Walls,MS,38680, (662) 781-3536, (662) 781-3521
Raines Road Animal Hospital,1127 E Raines Rd,Memphis,TN,38116, (901) 396-7641, (901) 346-7585
Lauderdale County Veterinary,647 S Washington St,Ripley,TN,38063, (731) 635-9341, (731) 635-5227
Animal Care Hospital,436 Highway 51 N,Ripley,TN,38063, (731) 635-5200, (731) 635-5227
Somerville Animal Hospital,119 W Court Square,Somerville,TN,38068, (901) 465-5322, (901) 466-3005
Old Hatchie Veterinary Clinic,1017 N Main St,Bolivar,TN,38008, (731) 658-3555, (731) 658-3557
Bells Animal Clinic,6077 Highway 412 S,Bells,TN,38006, (731) 663-3476, (731) 663-3473
Haywood Animal Hospital,2538 N Washington Ave,Brownsville,TN,38012, (731) 772-3101, (731) 772-3111
Brownsville Veterinary Clinic,1218 Anderson Ave,Brownsville,TN,38012, (731) 772-0456, (731) 772-1433
VCA Eads Animal Hospital,3210 Cypress Ridge Dr,Eads,TN,38028, (901) 867-7387, (901) 867-7388
Open Arms Animal Hospital,6760 Hurt Rd,Horn Lake,MS,38637, (662) 393-8872, (662) 393-8873
Pet Doctor,10215 Highway 193,Williston,TN,38076, (901) 490-3914, (901) 466-3005
Precious Paws Animal Hospital,3949 Getwell Rd,Southaven,MS,38672, (662) 996-4545, (662) 298-3645
Animal Hospital,310 S Woods St,West Memphis,AR,72301, (870) 735-4186, (870) 735-5386
Bearden Hill Veterinary Clinic,6439 Deane Hill Dr,Knoxville,TN,37919, (865) 588-9547, (865) 584-3256
Farragut Animal Clinic,10226 Kingston Pike,Knoxville,TN,37922, (865) 693-0401, (865) 693-9604
Blackford Veterinary Surgery,1505 Bob Kirby Rd,Knoxville,TN,37931, (865) 670-9185, (865) 531-7149
Countryside Veterinary Svc,2930 Little Dug Gap Rd,Louisville,TN,37777, (865) 983-3155, (865) 983-7871
Forest Park Clinic-Cats & Dogs,318 N Forest Park Blvd,Knoxville,TN,37919, (865) 584-4600, (865) 584-4633
Dogwood Animal Hospital,5900 Chapman Hwy,Knoxville,TN,37920, (865) 577-0344, (865) 577-8210
Lange Animal Hospital PC,10405 Kingston Pike,Knoxville,TN,37922, (865) 690-6481, (865) 690-0238
Governor John Sevier Animal Clinic,3202 W Gov John Sevier Hwy,Knoxville,TN,37920, (865) 579-1090, (865) 573-6037
Four Winds Holistic Animal Services,5312 Homberg Drive,Knoxville,TN,37919, (865) 789-6153, (865) 688-9896
Holistic Veterinary Care,1111 Sevier Ave,Knoxville,TN,37920, (856) 622-8377, (865) 922-1024
Middlebrook Animal Clinic,9229 Middlebrook Pike,Knoxville,TN,37931, (865) 691-8577, (865) 691-8599
Boyd's Creek Animal Hospital,11612 Chapman Hwy,Seymour,TN,37865, (865) 577-2738, (865) 577-5738
Blount Veterinary Clinic,1123 E Broadway Ave,Maryville,TN,37804, (865) 983-4020, (865) 546-8623
PetWellClinic,7329 Kingston Pike,Knoxville ,TN,37919, (865) 272-9491, (865) 523-2617
Knoxville Animal Clinic,5312 Homberg Dr,Knoxville,TN,37919, (865) 584-1588, (865) 584-1580
Animal Hospital of Anderson County,286 S Charles G Seivers Blvd,Clinton,TN,37716, (865) 457-5626, (865) 690-6109
Veterinary Internal Med Rfrrl,215 Center Park Dr,Knoxville,TN,37922, (865) 777-9231, (865) 671-6676
Banfield Pet Hospital,219 Hamilton Crossing Dr,Alcoa,TN,37701, (865) 379-1104, (865) 379-1184
The Veterinary Referral Center,11249 Kingston Pike,Knoxville,TN,37934, (865) 671-6677, (865) 671-6676
Cedarwood Veterinary Hospital,1111 E. Highway 25 70,Newport,TN,37821, (423) 623-4362, (423) 623-8665
Appalachian Veterinary Hosp,231 W Broadway,Newport,TN,37821, (423) 625-1616, (423) 625-0698
White Pine Veterinary Practice,3122 Circle Dr,White Pine,TN,37890, (865) 674-7393, (865) 674-7114
Morristown Animal Hospital,936 Dr Martin Luther King Jr,Morristown,TN,37813, (423) 586-2740, (423) 586-0285
Five Rivers Pet Emergency Clinic,6057 West Andrew Johnson Highway,Talbot,TN,37877, (423) 581-9492, (423) 623-8665
Five Rivers Mobile Veterinary,3010 Neblett Rd,Morristown,TN,37813, (423) 587-4738, (423) 623-8665
Jinks Veterinary Services,4012 Samuel Circle,Maryville,TN,37804, (865) 804-5299, (865) 573-6037
Upper Cumberland Veterinary,102 Main St,Wartburg,TN,37887, (423) 346-3977,
Smoky Mountain Animal Clinic,120 Baldwin Way ,Seymour,TN,37865, (865) 577-4861, (865) 577-4333
Seymour Veterinary Clinic,318 Overlook Dr,Seymour,TN,37865, (865) 577-8056, (865) 573-2086
Midland Pet Emergency Ctr Inc,235 S Calderwood St,Alcoa,TN,37701, (865) 982-1007, (865) 691-8599
Mountain Highway Vet Hospital,2216 E Lamar Alexander Pkwy,Maryville,TN,37804, (865) 982-5554, (865) 982-1441
Clinton Animal Hospital,730 N Charles G Seivers Blvd,Clinton,TN,37716, (865) 457-5007, (865) 463-7252
Mc Arthur Animal Hospital,2190 Oak Ridge Tpke,Oak Ridge,TN,37830, (865) 482-1797, (865) 482-1765
Young Williams Spay/Neuter Solutions,6400 Kingston Pike,Knoxville,TN,37919, (865) 215-6677, (865) 357-1268
Jackson Square Animal Clinic,201 W Tyrone Rd,Oak Ridge,TN,37830, (865) 483-5994, (865) 483-2744
Village Veterinary Hospital,2207 E Broadway Ave,Maryville,TN,37804, (865) 984-6660, (865) 681-4615
Southwind Animal Hospital,2726 East lamar Alexander Parkway,Maryville,TN,37804, (865) 724-1040, (865) 577-4333
My Pet's Animal Hospital,3075 Lois Ln,Alcoa,TN,37701, (865) 984-5620, (866) 764-5981
Oak Ridge Veterinary Hospital,513 Oak Ridge Tpke,Oak Ridge,TN,37830, (865) 483-6614, (865) 769-8807
Ideal Veterinary Hospital,244 Brisbane Rd,Oak Ridge,TN,37830, (865) 483-1334, (865) 483-6686
Fix-A-Pet,10421 Chapman Hwy,Seymour,TN,37865, (865) 579-6738, (865) 577-8210
Morgan County Animal Hospital,1951 Knoxville Hwy,Wartburg,TN,37887, (423) 346-8387,
West Hills Animal Hospital,921 Piney Grove Church Rd,Knoxville,TN,37909, (865) 357-1270, (865) 357-1268
Volunteer Veterinary Hospital,3039 Alcoa Hwy,Knoxville,TN,37920, (865) 609-0311, (865) 609-2933
Tellico Bay Animal Hospital,1240 Highway 411,Vonore,TN,37885, (423) 884-3646, (423) 884-3648
Appalachian Animal Hospital,4285 E Morris Blvd,Morristown,TN,37813, (423) 587-4393, (423) 587-4397
The Visiting Vet,8614 Neubert Springs Rd,Knoxville,TN,37920, (865) 661-1570, (865) 690-8871
Rocky Hill Animal Hospital,7656 S Northshore Dr,Knoxville,TN,37919, (865) 691-8826, (865) 690-8871
West Bearden Veterinary Hosp,8706 Unicorn Dr,Knoxville,TN,37923, (865) 690-4141, (865) 690-1421
Village Veterinary Medical Center,11301 Kingston Pike,Farragut,TN,37934, (865) 966-8900, (865) 675-4297
The Itch Clinic at pet Wellness Center,2833 Louisville Rd,Louisville,TN,37777, (800) 621-1370, (800) 621-1370
Animal Works,3377 Regal Drive,Alcoa,TN,37701, (865) 379-2227, (865) 522-6237
My Pet's Animal Hospital,9450 S. Northshore Dr. #105,Knoxville,TN,37922, (865) 560-0480, (866) 764-5981
Anderson County Animal Hospital - Norris Location,2822 Andersonville Hwy #61,Clinton,TN,37716, (865) 494-8696, (865) 494-7976
Pet Wellness Center,2833 Louisville Road,Louisville,TN,37777, (865) 621-7703, (865) 690-0074
Pellissippi Veterinary Hosp,1727 Schaeffer Rd.,Knoxville,TN,37932, (865) 691-8387, (865) 690-0074
Northshore Animal Hospital,9315 S Northshore Dr,Knoxville,TN,37922, (865) 769-8800, (865) 769-8807
Lovell Animal Hospital,1305 Lovell Rd.,Knoxville,TN,37932, (865) 777-1221, (865) 816-1012
Loudon County Animal Hospital,1201 West Broadway St,Lenoir City,TN,37771, (865) 986-9075, (865) 816-1012
Lentz Veterinary Clinic,11418 Kingston Pike # A,Knoxville,TN,37934, (865) 675-7387, (865) 675-7383
Lenoir City Animal Clinic,601 Highway 321 N,Lenoir City,TN,37771, (865) 986-5450, (865) 986-0651
Cedar Bluff Animal Clinic,9049 Middlebrook Pike,Knoxville,TN,37923, (865) 693-8212, (865) 531-1451
"Butler Veterinary Services, PLLC",10801 Sam Lee Rd,Knoxville,TN,37932, (865) 951-0787, (865) 531-1088
Lake Loudon Large Animal,700 Mashburn Dr,Lenoir City,TN,37772, (865) 986-5086, (865) 539-6810
Hardin Valley Animal Hospital,10017 Hardin Valley Rd,Knoxville,TN,37932, (865) 539-6811, (865) 539-6810
Concord Veterinary Hospital,11904 Kingston Pike,Knoxville,TN,37934, (865) 966-4135, (865) 966-3383
Banfield The Pet Hospital,214 Morrell Rd,Knoxville,TN,37919, (865) 769-7969, (865) 769-7353
Butler Animal Clinic,7545 Oak Ridge Hwy,Knoxville,TN,37931, (865) 531-7311, (865) 531-1088
Cat Clinic,110 Perimeter Park Rd # A,Knoxville,TN,37922, (865) 531-2287, (865) 693-8083
Bluegrass Animal Hospital,9049 Middlebrook Pike,Knoxville,TN,37923, (865) 694-8387, (865) 769-4351
Bluegrass Animal Hospital,1439 Ebenezer Rd,Knoxville,TN,37922, (865) 694-8387, (865) 769-4351
Banfield The Pet Hospital,11134 Parkside Dr,Knoxville,TN,37934, (865) 675-4726, (865) 675-4856
Appalachian Veterinary Speclst,215 Center Park Dr,Concord Farragut,TN,37922, (865) 966-9166, (865) 988-3302
Animal Medical Clinic-Loudon,507 E Broadway St,Lenoir City,TN,37771, (865) 988-7387, (865) 988-3302
Animal Emergency Svc West,1727 Schaeffer Rd,Knoxville,TN,37932, (865) 691-8387, (865) 690-6109
Animal Emergency,10213 Kingston Pike,Knoxville,TN,37922, (865) 693-4440, (865) 690-6109
Banfield Pet Hospital,11134 Parkside Drive,Knoxville,TN,37922, (865) 675-4726, (865) 675-4856
After Hours Pet Emergency Clnc,215 Center Park Dr,Knoxville,TN,37922, (865) 966-3888, (865) 675-1858
Admiral Veterinary Hospital,204 N Watt Rd,Knoxville,TN,37934, (865) 675-1833, (865) 675-1858
Townsend Animal Clinic,7522 E Lamar Alxdr Pkwy ,Townsend,TN,37882, (865) 448-0013, (865) 448-0015
Notchey Creek Veterinary,1255 Ballplay Rd,Madisonville,TN,37354, (423) 442-8524, (423) 337-2566
Animal Clinic,503 Maple Ln,Pigeon Forge,TN,37863, (865) 428-8381,
Sweetwater Veterinary Hospital,1270 Murrays Chapel Rd,Sweetwater,TN,37874, (423) 351-7122, (423) 351-7124
Animal Hospital,1130 W Main St,Morristown,TN,37814, (423) 586-0311, (423) 586-9969
Monroe County Animal Clinic,116 Sands Rd,Sweetwater,TN,37874, (423) 337-7432, (423) 337-2566
Creekside Animal Hospital,1209 Highway 68,Sweetwater,TN,37874, (423) 337-5453, (423) 337-2566
Seelhorst Veterinary Hospital,1510 N Broad St,Tazewell,TN,37879, (423) 626-6343, (423) 869-5011
Lincoln Memorial University,6965 Cumberland Gap Pkwy,Harrogate,TN,37752, (423) 869-3611, (423) 869-5546
Animal Medical & Surgery Ctr,587 Fall Creek Rd,Rockwood,TN,37854, (865) 354-8095,
Russell Veterinary Services,142 Westmoreland St,Harrogate,TN,37752, (423) 869-5040, (423) 869-5011
Animal Medical Ctr Of Rockwood,208 S Chamberlain Ave,Rockwood,TN,37854, (865) 354-8095,
Whisper Ridge Veterinary Hosp,7138 Highway 11w,Rogersville,TN,37857, (423) 921-9600, (423) 921-0043
Tri-county Small Animal Hospital,1054 East Tri-county Bvld,Oliver Springs,TN,37840, (865) 435-1374, (865) 482-1765
Cumberland Animal Clinic,21652 Alberta St,Oneida,TN,37841, (423) 569-5243, (423) 569-8139
Rogersville Veterinary Clinic ,650 W. Broadway St ,Rogersville,TN,37857, (423) 272-7320, (423) 546-4103
Rowland Veterinary Services Inc,1210 Hwy 33 S,New Tazwell,TN,37825, (423) 626-3311,
Dr. B's Healthy Pet LLC,5276 Hwy 11 W,Rogersville,TN,37857, (423) 293-0199, (423) 546-4103
Dog and Cat Depot,318 Farside Dr,Rogersville,TN,37857, (423) 347-2000,
Town & Country Animal Hospital,701 W Highway 11e,Jefferson City,TN,37760, (865) 475-2000, (865) 828-8470
Rutledge Animal Clinic,244 Cherry St,Rutledge,TN,37861, (865) 828-4610, (865) 828-8470
Ridgefield Animal Hospital,5791 W Andrew Johnson Hwy,Morristown,TN,37814, (423) 581-3955, (423) 581-3955
Blue Ridge Veterinary Service,PO Box 59,Bybee,TN,37713, (423) 613-9757, (423) 613-9779
Harrogate Hospital For Animals,6664 Cumberland Gap Pkwy,Harrogate,TN,37752, (423) 869-3666, (423) 869-5546
Moyers Veterinary Clinic East,3411 W Andrew Johnson Hwy,Morristown,TN,37814, (423) 581-9101, (423) 581-3060
Sevier County Animal Clinic,803 Mize Ln,Sevierville,TN,37862, (865) 453-1221, (865) 453-1194
Parkway Animal Hospital,104 South Blvd,Sevierville,TN,37862, (865) 428-0190, (865) 428-3449
Lakeway Animal Hospital,851 E Broadway Blvd,Jefferson City,TN,37760, (865) 475-4786, (865) 471-0676
Tri-County Veterinary Clinic,1935 Boyds Creek Hwy,Sevierville,TN,37876, (865) 577-2866, (865) 249-3470
Moyers Veterinary Hospital,2309 W Andrew Johnson Hwy,Morristown,TN,37814, (423) 586-3544, (423) 586-3824
Mountain Home Veterinary Clinic,302 Middle Creek Rd,Sevierville,TN,37862, (865) 453-9346, (865) 428-4963
Lee Animal Clinic,1408 Old Newport Hwy,Sevierville,TN,37864, (865) 453-3236, (865) 453-3607
Coley Veterinary Svc,903 W Highway 11e,New Market,TN,37820, (865) 475-5121, (865) 475-5176
Tri-County Animal Clinic,465 Broadway Dr,Bean Station,TN,37708, (865) 993-3370, (423) 581-3955
Mason's Veterinary Care,230 Lovin Rd,Mooresburg,TN,37811, (423) 272-0444, (423) 272-6921
Crossroads Animal Clinic,3425 Maynardville Hwy,Maynardville,TN,37807, (865) 922-7387,
Union County Animal Hospital,596 John Deere Drive,Maynardville,TN,37807, (865) 992-7181, (865) 992-7182
Veterinary Centre Of Greenback,6856 Highway 411 S,Greenback,TN,37742, (865) 856-7600, (865) 856-7729
Ppaw Spay/Neuter Clinic,6869 Morganton Rd,Greenback,TN,37742, (865) 856-7729, (865) 856-7729
Tellico Village Animal Clinic,330 Lakeside Plz,Loudon,TN,37774, (865) 408-9500, (865) 986-0651
Maryville Small Animal Medical Center,1919 W Broadway Ave,Maryville,TN,37801, (865) 982-2270, (865) 233-0963
Animal Hospital-Campbell Cnty,2301 Jacksboro Pike # 1,La Follette,TN,37766, (423) 566-8388, (423) 566-8384
LA Follette Veterinary Svc,1621 E Central Ave,La Follette,TN,37766, (423) 562-0060, (423) 562-0069
Maryville Animal Hospital,735 W Lamar Alexander Pkwy,Maryville,TN,37801, (865) 681-0456, (865) 681-6348
Bridlewood Veterinary Svc,315 Highway 113,Dandridge,TN,37725, (865) 397-5060,
Roane Veterinary Hospital,3000 Roane State Hwy,Kingston,TN,37763, (865) 882-6327, (865) 882-0104
Town & Country Animal Hospital,866 Highway 92 S,Dandridge,TN,37725, (865) 397-0200, (865) 475-6127
Stonegate Companion Animal,623 E Meeting St,Dandridge,TN,37725, (865) 397-4060, (865) 397-2559
Kingston Animal Hospital,410 E Race St,Kingston,TN,37763, (865) 376-1100, (865) 882-0104
Animal Medical Ctr,1000 Ladd Landing Blvd,Kingston,TN,37763, (865) 717-3530, (865) 882-0104
Jacksboro Veterinary Svc,168 Indian Mound Cir,Jacksboro,TN,37757, (423) 563-0042, (423) 566-8384
Eastside Veterinary Svc,1515 Industrial Rd,Greeneville,TN,37745, (423) 620-3701, (423) 638-3950
Greene County Veterinary Med,247 Baileyton Rd,Greeneville,TN,37745, (423) 639-1621, (423) 639-4881
Vet Care Animal Hospital,710 Professional Plaza Dr,Greeneville,TN,37745, (423) 638-2273, (423) 787-9708
Rocky Top Veterinary Hospital,5415 Andrew Johnson Highway,Afton,TN,37616, (423) 525-5699, (423) 639-4881
Animal Medical Center of Greenville,370 Morgan Road,Greenville,TN,37745, (423) 639-6777, (423) 639-0743
East Tennesse Vet Hosp,521 N Main St,Greeneville,TN,37745, (423) 638-9600, (423) 638-3950
Stonehill Equine Clinic,7115 Newport Hwy,Greeneville,TN,37743, (423) 639-9200, (423) 798-9476
Duckworth Animal Hospital,103 Mccall Ave,Greeneville,TN,37744, (423) 638-5382, (423) 638-3950
Crestview Animal Hospital,1543 Industrial Rd,Greeneville,TN,37745, (423) 639-1421, (423) 639-5113
Brookfield Animal Hospital,735 W Andrew Johnson Hwy,Greeneville,TN,37745, (423) 639-9594, (423) 639-9392
Animal Medical Center-Roane County,104 1/2 Cardiff Dr,Harriman,TN,37748, (865) 882-0818, (865) 882-0104
Foothills Veterinary Hospital,1720 W Lamar Alexander Pkwy,Maryville,TN,37801, (865) 984-0404, (865) 984-0491
Chilhowee Veterinary Clinic,821 Montvale Rd,Maryville,TN,37803, (865) 977-6958, (865) 977-6971
"Big Springs Veterinary Hospital, PLLC",820 Ross Dr,Maryville,TN,37801, (865) 984-0404, (865) 984-0491
Fairview Animal Hospital,2648 US Highway 411 S,Maryville,TN,37801, (865) 379-8833, (865) 379-6074
Gatlinburg Animal Hospital,4545 E Parkway,Gatlinburg,TN,37738, (865) 436-5113,
Veterinary Ophthalmology Svc,7339 Nolensville Rd,Nolensville,TN,37135, (615) 776-2019, (813) 754-1670
Uppereast Veterinary Clinic,131 1st Ave,Hampton,TN,37658, (423) 725-2743, (423) 772-4272
Veterinary Medical Ctr,205 Princeton Rd,Johnson City,TN,37601, (423) 282-4113, (423) 282-4125
