Modification,Chassis ID,Engine,Drive
CL LIMITED,"GF-,J131G",EF-DEM,FR
CL,"GF-,J131G",EF-DEM,FR
CL,"GF-,J131G",EF-DEM,FR
L,"UA-,L950S",EF-VE,FF
L,"UA-,L950S",EF-VE,FF
L,"UA-,L950S",EF-VE,FF
RS LIMITED,"LA-,L962S",JB-DET,Part-time 4WD
RS,"LA-,L962S",JB-DET,Full-time 4WD
SE,"GF-,SR50N",3S-FE,Full-time 4WD
TRANS FIELD,"GF-,SR50N",3S-FE,Full-time 4WD
AERO CUSTOM,"GF-,SR50N",3S-FE,Full-time 4WD
TRANS FIELD,"KH-,CR40N",3C-TE,FR
ULTIMATE EDITIONII,"ABA-,L880K",JB-DET,FF
ULTIMATE EDITIONII,"ABA-,L880K",JB-DET,FF
LEATHER PACKAGE,"ABA-,L880K",JB-DET,FF
ACTIVE TOP,"ABA-,L880K",JB-DET,FF
X,"DBA-,L275S",KF-VE,FF
L,"DBA-,L285S",KF-VE,Full-time 4WD
X,"DBA-,L285S",KF-VE,Full-time 4WD
L,"TA-,L250S",EF-SE,FF
L,"TA-,L250S",EF-SE,FF
X MAKE UP SA II,"DBA-,LA800S",KF,FF
X,"DBA-,LA810S",KF,Full-time 4WD
X LIMITED SA II,"DBA-,LA800S",KF,FF
X SA II,"DBA-,M700S",1KR-FE,FF
X L PACKAGE,"DBA-,M700S",1KR-FE,FF
X,"DBA-,M700S",1KR-FE,FF
X L PACKAGE SA II,"DBA-,M700S",1KR-FE,FF
POSE,"E-,G213S",HE-EG,Full-time 4WD
SX LIMITED,"E-,G203S",HE-EG,FF
SX LIMITED,"E-,G203S",HE-EG,FF
SX,"E-,G203S",HE-EG,FF
SX,"E-,G203S",HE-EG,FF
POSE S,"E-,G200S",HC-E,FF
R-LIMITED,"E-,G203S",HE-EG,FF
R-LIMITED,"E-,G203S",HE-EG,FF
CX,"E-,G203S",HE-EG,FF
ACTIVA G TURBO SA II,"DBA-,LA250S",KF,FF
STYLE G TURBO SA II,"DBA-,LA250S",KF,FF
X SA II,"DBA-,LA150S",KF,FF
X,"DBA-,LA150S",KF,FF
L SA II,"DBA-,LA150S",KF,FF
L,"DBA-,LA150S",KF,FF
X TURBO SA II,"DBA-,LA160S",KF,Full-time 4WD
X TURBO,"DBA-,LA160S",KF,Full-time 4WD
X SA II,"DBA-,LA160S",KF,Full-time 4WD
CL,"GF-,L810S",EF-SE,Full-time 4WD
CLUB SPORT,"E-,L300S",EF-ZL,FF
CLUB SPORT,"E-,L300S",EF-ZL,FF
CLUB SPORT,"E-,L310S",EF-ZL,Part-time 4WD
CLUB SPORT,"E-,L310S",EF-ZL,Full-time 4WD
CLASSIC V,"E-,L300S",EF-ZL,FF
CLASSIC V,"E-,L300S",EF-ZL,FF
CLASSIC III,"E-,L300S",EF-KL,FF
CLASSIC III,"E-,L300S",EF-KL,FF
TURBO X LIMITED,"LA-,L750S",EF-DET,FF
TURBO G,"LA-,L750S",EF-DET,FF
CUSTOM RS,"CBA-,L585S",KF,Full-time 4WD
CUSTOM G,"DBA-,L585S",KF,Full-time 4WD
CUSTOM X,"DBA-,L585S",KF,Full-time 4WD
X SPECIAL,"DBA-,L575S",KF-VE,FF
X SPECIAL,"DBA-,L585S",KF-VE,Full-time 4WD
G,"DBA-,L575S",KF-VE,FF
CUSTOM RS TOP EDITION SA II,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM X TOP EDITION SA II,"DBA-,LA610S",KF,Full-time 4WD
G SA II,"DBA-,LA600S",KF,FF
G,"DBA-,LA600S",KF,FF
X TURBO SA II,"DBA-,LA600S",KF,FF
X TURBO,"DBA-,LA600S",KF,FF
X WHITE ACCENT SA II,"DBA-,LA600S",KF,FF
X SA II,"DBA-,LA600S",KF,FF
X,"DBA-,LA600S",KF,FF
AERO DOWN CUSTOM X,"GF-,J111G",EF-DET,Full-time 4WD
AERO DOWN CUSTOM X,"GF-,J111G",EF-DET,Full-time 4WD
CUSTOM S EDITION,"GF-,J111G",EF-DEM,Full-time 4WD
CUSTOM S EDITION,"GF-,J111G",EF-DEM,Full-time 4WD
CX,"GF-,J111G",EF-DET,Full-time 4WD
CX,"GF-,J111G",EF-DET,Full-time 4WD
CL LIMITED,"GF-,J111G",EF-DEM,Full-time 4WD
RI,"LA-,L960S",EF-DET,Full-time 4WD
RI,"LA-,L960S",EF-DET,Full-time 4WD
XI,"LA-,L960S",EF-VE,Full-time 4WD
XI,"LA-,L960S",EF-VE,Full-time 4WD
LI,"LA-,L960S",EF-VE,Full-time 4WD
L,"LA-,L960S",EF-VE,Full-time 4WD
L,"LA-,L960S",EF-VE,Full-time 4WD
SE,"E-,SR40N",3S-FE,FR
TRANS FIELD,"E-,SR40N",3S-FE,FR
SQ,"E-,SR40N",3S-FE,FR
SE,"E-,SR40N",3S-FE,FR
SE,"KD-,CR40N",3C-T,FR
SE,"KD-,CR40N",3C-T,FR
TRANS FIELD,"KD-,CR40N",3C-T,FR
SQ,"KD-,CR40N",3C-T,FR
LEATHER PACKAGE,"ABA-,L880K",JB-DET,FF
ACTIVE TOP,"ABA-,L880K",JB-DET,FF
TAN LEATHER EDITION,"ABA-,L880K",JB-DET,FF
TAN LEATHER EDITION,"ABA-,L880K",JB-DET,FF
ULTIMATE EDITION,"ABA-,L880K",JB-DET,FF
ULTIMATE EDITION,"ABA-,L880K",JB-DET,FF
2ND ANNIVERSARY EDITION,"ABA-,L880K",JB-DET,FF
2ND ANNIVERSARY EDITION,"ABA-,L880K",JB-DET,FF
ACTIVE TOP,"ABA-,L880K",JB-DET,FF
ACTIVE TOP,"ABA-,L880K",JB-DET,FF
DETACHABLE TOP,"ABA-,L880K",JB-DET,FF
L,"TA-,L250S",EF-SE,FF
L,"TA-,L250S",EF-SE,FF
D,"TA-,L250S",EF-SE,FF
2 SEATER,"LE-,L250V",EF-SE,FF
L,"TA-,L260S",EF-SE,Full-time 4WD
D,"TA-,L250S",EF-SE,FF
X LIMITED MAKE UP SA II,"DBA-,LA800S",KF,FF
X SA II,"DBA-,LA810S",KF,Full-time 4WD
G SA II,"DBA-,LA800S",KF,FF
X MAKE UP SA II,"DBA-,LA810S",KF,Full-time 4WD
G MAKE UP SA II,"DBA-,LA800S",KF,FF
X LIMITED SA II,"DBA-,LA810S",KF,Full-time 4WD
X LIMITED MAKE UP SA II,"DBA-,LA810S",KF,Full-time 4WD
G SA II,"DBA-,LA810S",KF,Full-time 4WD
G MAKE UP SA II,"DBA-,LA810S",KF,Full-time 4WD
X,"DBA-,M710S",1KR-FE,Full-time 4WD
X SA II,"DBA-,M710S",1KR-FE,Full-time 4WD
CILQ,"DBA-,M700S",1KR-FE,FF
X G PACKAGE SA II,"DBA-,M700S",1KR-FE,FF
X L PACKAGE,"DBA-,M710S",1KR-FE,Full-time 4WD
CILQ SA II,"DBA-,M700S",1KR-FE,FF
X L PACKAGE SA II,"DBA-,M710S",1KR-FE,Full-time 4WD
SE EXTRA,"E-,G203S",HE-EG,FF
SE EXTRA,"E-,G203S",HE-EG,FF
SE,"E-,G203S",HE-EG,FF
SE,"E-,G203S",HE-EG,FF
SX,"E-,G213S",HE-EG,Full-time 4WD
SX,"E-,G213S",HE-EG,Full-time 4WD
SE,"E-,G213S",HE-EG,Full-time 4WD
SE,"E-,G213S",HE-EG,Full-time 4WD
CX,"E-,G203S",HE-EG,FF
POSE,"E-,G200S",HC-E,FF
POSE,"E-,G200S",HC-E,FF
POSE,"E-,G200S",HC-E,FF
STYLE G SA II,"DBA-,LA260S",KF,Full-time 4WD
ACTIVA G SA II,"DBA-,LA260S",KF,Full-time 4WD
ACTIVA G TURBO PRIME COLLECTION SA II,"DBA-,LA250S",KF,FF
STYLE G TURBO PRIME COLLECTION SA II,"DBA-,LA250S",KF,FF
STYLE G PRIME COLLECTION SA II,"DBA-,LA260S",KF,Full-time 4WD
ACTIVA G PRIME COLLECTION SA II,"DBA-,LA260S",KF,Full-time 4WD
X,"DBA-,LA160S",KF,Full-time 4WD
L SA II,"DBA-,LA160S",KF,Full-time 4WD
L,"DBA-,LA160S",KF,Full-time 4WD
CUSTOM RS HYPER SA II,"DBA-,LA150S",KF,FF
CUSTOM RS HYPER,"DBA-,LA150S",KF,FF
PICO LIMITED,"E-,L300S",EF-ZL,FF
PICO LIMITED,"E-,L300S",EF-ZL,FF
PICO LIMITED,"E-,L300S",EF-ZL,FF
PICO LIMITED,"E-,L300S",EF-ZL,FF
CLASSIC V,"E-,L310S",EF-ZL,Part-time 4WD
CLASSIC V,"E-,L310S",EF-ZL,Full-time 4WD
CLASSIC III,"E-,L310S",EF-ZL,Part-time 4WD
TURBO G,"LA-,L750S",EF-DET,FF
TURBO G LIMITED,"LA-,L750S",EF-DET,FF
TURBO G LIMITED,"LA-,L750S",EF-DET,FF
MEMORIAL EDITION II,"UA-,L750S",EF-VE,FF
MEMORIAL EDITION II,"UA-,L750S",EF-VE,FF
G,"UA-,L750S",EF-VE,FF
G,"UA-,L750S",EF-VE,FF
G B PACKAGE,"UA-,L750S",EF-VE,FF
G,"DBA-,L585S",KF-VE,Full-time 4WD
X,"DBA-,L575S",KF-VE,FF
X,"DBA-,L585S",KF-VE,Full-time 4WD
X +S,"DBA-,L575S",KF-VE,FF
X +S,"DBA-,L585S",KF-VE,Full-time 4WD
L SA II,"DBA-,LA600S",KF,FF
L,"DBA-,LA600S",KF,FF
G SA II,"DBA-,LA610S",KF,Full-time 4WD
G,"DBA-,LA610S",KF,Full-time 4WD
CL LIMITED,"GF-,J111G",EF-DEM,Full-time 4WD
CL,"GF-,J111G",EF-DEM,Full-time 4WD
CL,"GF-,J111G",EF-DEM,Full-time 4WD
CL,"GF-,J111G",EF-DEM,Full-time 4WD
CL,"GF-,J111G",EF-DEM,Full-time 4WD
AERO DOWN,"GF-,J111G",EF-DET,Full-time 4WD
AERO DOWN,"GF-,J111G",EF-DET,Full-time 4WD
L,"LA-,L960S",EF-VE,Full-time 4WD
RS,"LA-,L952S",JB-DET,FF
R,"LA-,L950S",EF-DET,FF
X LIMITED,"UA-,L950S",EF-VE,FF
SE,"KD-,CR40N",3C-T,FR
SE,"KD-,CR40N",3C-T,FR
SE,"KD-,CR50N",3C-T,Full-time 4WD
SE,"KD-,CR50N",3C-T,Full-time 4WD
TRANS FIELD,"KD-,CR50N",3C-T,Full-time 4WD
SQ,"KD-,CR50N",3C-T,Full-time 4WD
SE,"KD-,CR50N",3C-T,Full-time 4WD
SE,"KD-,CR50N",3C-T,Full-time 4WD
DETACHABLE TOP,"ABA-,L880K",JB-DET,FF
TAN LEATHER EDITION,"ABA-,L880K",JB-DET,FF
TAN LEATHER EDITION,"ABA-,L880K",JB-DET,FF
ACTIVE TOP,"LA-,L880K",JB-DET,FF
2 SEATER,"LE-,L250V",EF-SE,FF
U,"GBD-,L250V",EF-VE,FF
V,"DBA-,L250S",EF-VD,FF
L,"TA-,L260S",EF-SE,Full-time 4WD
A,"LE-,L250V",EF-SE,FF
CILQ,"DBA-,M710S",1KR-FE,Full-time 4WD
X G PACKAGE SA II,"DBA-,M710S",1KR-FE,Full-time 4WD
CILQ G PACKAGE SA II,"DBA-,M700S",1KR-FE,FF
CILQ SA II,"DBA-,M710S",1KR-FE,Full-time 4WD
SR LIMITED,"E-,G102S",HC-E,FF
SR LIMITED,"E-,G102S",HC-E,FF
SG LIMITED,"E-,G102S",HC-E,FF
SG LIMITED,"E-,G102S",HC-E,FF
POSE,"E-,G200S",HC-E,FF
R-LIMITED,"E-,G213S",HE-EG,Full-time 4WD
R-LIMITED,"E-,G213S",HE-EG,Full-time 4WD
CX,"E-,G213S",HE-EG,Full-time 4WD
CX,"E-,G213S",HE-EG,Full-time 4WD
SPORT SA II,"DBA-,LA250S",KF,FF
STYLE G TURBO SA II,"DBA-,LA260S",KF,Full-time 4WD
ACTIVA G TURBO SA II,"DBA-,LA260S",KF,Full-time 4WD
STYLE G TURBO PRIME COLLECTION SA II,"DBA-,LA260S",KF,Full-time 4WD
ACTIVA G TURBO PRIME COLLECTION SA II,"DBA-,LA260S",KF,Full-time 4WD
SPORT SA II,"DBA-,LA260S",KF,Full-time 4WD
ACTIVA G TURBO SA II,"DBA-,LA250S",KF,FF
ACTIVA G SA II,"DBA-,LA250S",KF,FF
CUSTOM RS SA II,"DBA-,LA150S",KF,FF
CUSTOM RS,"DBA-,LA150S",KF,FF
CUSTOM X HYPER SA II,"DBA-,LA150S",KF,FF
CUSTOM X HYPER,"DBA-,LA150S",KF,FF
CUSTOM X SA II,"DBA-,LA150S",KF,FF
CUSTOM X,"DBA-,LA150S",KF,FF
CUSTOM RS HYPER SA II,"DBA-,LA160S",KF,Full-time 4WD
CUSTOM RS HYPER,"DBA-,LA160S",KF,Full-time 4WD
CLASSIC III,"E-,L310S",EF-ZL,Full-time 4WD
PICO LIMITED,"E-,L310S",EF-ZL,Part-time 4WD
PICO LIMITED,"E-,L310S",EF-ZL,Full-time 4WD
PICO LIMITED,"E-,L310S",EF-ZL,Part-time 4WD
PICO LIMITED,"E-,L310S",EF-ZL,Full-time 4WD
PARCO CLASSIC,"E-,L300S",EF-ZL,FF
G B PACKAGE,"UA-,L750S",EF-VE,FF
TURBO X,"LA-,L760S",EF-DET,Full-time 4WD
TURBO X LIMITED,"LA-,L760S",EF-DET,Full-time 4WD
TURBO G,"LA-,L760S",EF-DET,Full-time 4WD
TURBO G,"LA-,L760S",EF-DET,Full-time 4WD
X SPECIAL,"DBA-,L575S",KF-VE,FF
X SPECIAL,"DBA-,L585S",KF-VE,Full-time 4WD
G,"DBA-,L575S",KF-VE,FF
X,"DBA-,L575S",KF-VE,FF
X SPECIAL,"DBA-,L575S",KF-VE,FF
L,"DBA-,L575S",KF-VE,FF
G,"DBA-,L585S",KF-VE,Full-time 4WD
X TURBO SA II,"DBA-,LA610S",KF,Full-time 4WD
X TURBO,"DBA-,LA610S",KF,Full-time 4WD
X WHITE ACCENT SA II,"DBA-,LA610S",KF,Full-time 4WD
X SA II,"DBA-,LA610S",KF,Full-time 4WD
X,"DBA-,LA610S",KF,Full-time 4WD
L SA II,"DBA-,LA610S",KF,Full-time 4WD
L,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM RS TOP EDITION SA II,"DBA-,LA600S",KF,FF
X,"UA-,L950S",EF-VE,FF
L LIMITED,"UA-,L950S",EF-VE,FF
L LIMITED,"UA-,L950S",EF-VE,FF
L LIMITED,"UA-,L950S",EF-VE,FF
L,"UA-,L950S",EF-VE,FF
L,"UA-,L950S",EF-VE,FF
L,"UA-,L950S",EF-VE,FF
RS,"LA-,L962S",JB-DET,Part-time 4WD
ACTIVE TOP,"LA-,L880K",JB-DET,FF
DETACHABLE TOP,"LA-,L880K",JB-DET,FF
DETACHABLE TOP,"LA-,L880K",JB-DET,FF
FIRST ANNIVERSARY EDITION,"LA-,L880K",JB-DET,FF
FIRST ANNIVERSARY EDITION,"LA-,L880K",JB-DET,FF
ACTIVE TOP,"LA-,L880K",JB-DET,FF
A,"LE-,L250V",EF-SE,FF
A,"LE-,L260V",EF-SE,Full-time 4WD
L,"TA-,L260S",EF-SE,Full-time 4WD
L,"TA-,L260S",EF-SE,Full-time 4WD
A,"LE-,L260V",EF-SE,Full-time 4WD
D,"TA-,L260S",EF-SE,Full-time 4WD
CILQ G PACKAGE SA II,"DBA-,M710S",1KR-FE,Full-time 4WD
CL LIMITED,"DBA-,M600S",1KR-FE,FF
CL,"DBA-,M600S",1KR-FE,FF
CL LIMITED,"DBA-,M610S",1KR-FE,Full-time 4WD
CL,"DBA-,M610S",1KR-FE,Full-time 4WD
CL LIMITED,"DBA-,M600S",1KR-FE,FF
CL,"DBA-,M600S",1KR-FE,FF
SUPER SELECTION,"E-,G102S",HC-E,FF
SUPER SELECTION,"E-,G102S",HC-E,FF
SG LIMITED,"E-,G102S",HC-F,FF
SG LIMITED,"E-,G102S",HC-F,FF
SX LIMITED,"E-,G102S",HC-F,FF
SX LIMITED,"E-,G102S",HC-F,FF
SX LIMITED,"E-,G102S",HC-F,FF
SX LIMITED,"E-,G102S",HC-F,FF
POSE,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
ACTIVA X SA II,"DBA-,LA250S",KF,FF
ACTIVA X,"DBA-,LA250S",KF,FF
ACTIVA G TURBO SA II,"DBA-,LA260S",KF,Full-time 4WD
ACTIVA G SA II,"DBA-,LA260S",KF,Full-time 4WD
ACTIVA X SA II,"DBA-,LA260S",KF,Full-time 4WD
CUSTOM RS SA II,"DBA-,LA160S",KF,Full-time 4WD
CUSTOM RS,"DBA-,LA160S",KF,Full-time 4WD
CUSTOM X HYPER SA II,"DBA-,LA160S",KF,Full-time 4WD
CUSTOM X HYPER,"DBA-,LA160S",KF,Full-time 4WD
CUSTOM X SA II,"DBA-,LA160S",KF,Full-time 4WD
PARCO CLASSIC,"E-,L300S",EF-ZL,FF
PARCO CLASSIC,"E-,L300S",EF-ZL,FF
PARCO CLASSIC,"E-,L300S",EF-ZL,FF
PARCO CLASSIC,"E-,L310S",EF-ZL,Part-time 4WD
PARCO CLASSIC,"E-,L310S",EF-ZL,Full-time 4WD
TURBO G LIMITED,"LA-,L760S",EF-DET,Full-time 4WD
TURBO G LIMITED,"LA-,L760S",EF-DET,Full-time 4WD
MEMORIAL EDITION II,"LA-,L760S",EF-VE,Full-time 4WD
MEMORIAL EDITION II,"LA-,L760S",EF-VE,Full-time 4WD
G,"LA-,L760S",EF-VE,Full-time 4WD
X,"DBA-,L585S",KF-VE,Full-time 4WD
X SPECIAL,"DBA-,L585S",KF-VE,Full-time 4WD
L,"DBA-,L585S",KF-VE,Full-time 4WD
CUSTOM RS SA II,"DBA-,LA600S",KF,FF
CUSTOM RS,"DBA-,LA600S",KF,FF
CUSTOM X TOP EDITION SA II,"DBA-,LA600S",KF,FF
CUSTOM X SA II,"DBA-,LA600S",KF,FF
CUSTOM X,"DBA-,LA600S",KF,FF
R,"LA-,L960S",EF-DET,Full-time 4WD
R,"LA-,L960S",EF-DET,Full-time 4WD
X LIMITED,"LA-,L960S",EF-VE,Full-time 4WD
X LIMITED,"LA-,L960S",EF-VE,Full-time 4WD
X,"LA-,L960S",EF-VE,Full-time 4WD
ACTIVE TOP,"LA-,L880K",JB-DET,FF
DETACHABLE TOP,"LA-,L880K",JB-DET,FF
DETACHABLE TOP,"LA-,L880K",JB-DET,FF
DETACHABLE TOP,"LA-,L880K",JB-DET,FF
DETACHABLE TOP,"LA-,L880K",JB-DET,FF
D,"TA-,L260S",EF-SE,Full-time 4WD
U,"GBD-,L250V",EF-VE,FF
X,"ABA-,L260S",EF-VE,Full-time 4WD
CL LIMITED,"DBA-,M610S",1KR-FE,Full-time 4WD
CL,"DBA-,M610S",1KR-FE,Full-time 4WD
1.3CX,"DBA-,M601S",1NR-FE,FF
1.0CL LIMITED,"DBA-,M600S",1KR-FE,FF
SX,"E-,G102S",HC-F,FF
SX,"E-,G102S",HC-F,FF
SG,"E-,G102S",HC-F,FF
SG,"E-,G102S",HC-F,FF
POSE,"E-,G213S",HE-EG,Full-time 4WD
TR-LIMITED,"E-,G203S",HE-EG,FF
TR-LIMITED,"E-,G203S",HE-EG,FF
CR-LIMITED,"E-,G203S",HE-EG,FF
ACTIVA X,"DBA-,LA260S",KF,Full-time 4WD
STYLE G TURBO SA II,"DBA-,LA250S",KF,FF
STYLE G SA II,"DBA-,LA250S",KF,FF
STYLE X SA II,"DBA-,LA250S",KF,FF
STYLE X,"DBA-,LA250S",KF,FF
STYLE G TURBO SA II,"DBA-,LA260S",KF,Full-time 4WD
STYLE G SA II,"DBA-,LA260S",KF,Full-time 4WD
CUSTOM X,"DBA-,LA160S",KF,Full-time 4WD
CUSTOM RS 20TH ANNIVERSARY GOLD EDITION SA II,"DBA-,LA150S",KF,FF
CUSTOM RS 20TH ANNIVERSARY GOLD EDITION SA II,"DBA-,LA160S",KF,Full-time 4WD
CUSTOM X 20TH ANNIVERSARY GOLD EDITION SA II,"DBA-,LA150S",KF,FF
CUSTOM X 20TH ANNIVERSARY GOLD EDITION SA II,"DBA-,LA160S",KF,Full-time 4WD
X TURBO VS SMART SELECTION SA,"DBA-,LA100S",KF,FF
PARCO CLASSIC,"E-,L310S",EF-ZL,Part-time 4WD
PARCO CLASSIC,"E-,L310S",EF-ZL,Full-time 4WD
AX,"E-,L300S",EF-ZL,FF
AX,"E-,L300S",EF-ZL,FF
PICO LIMITED,"E-,L300S",EF-ZL,FF
PICO LIMITED,"E-,L300S",EF-ZL,FF
PICO,"E-,L300S",EF-KL,FF
G,"LA-,L760S",EF-VE,Full-time 4WD
G B PACKAGE,"LA-,L760S",EF-VE,Full-time 4WD
G B PACKAGE,"LA-,L760S",EF-VE,Full-time 4WD
@1.,"LA-,L750S",EF-DET,FF
@1.,"LA-,L760S",EF-DET,Full-time 4WD
BASEGRADE,"GH-,L750S",EF-VE,FF
BASEGRADE,"GH-,L750S",EF-VE,FF
BASEGRADE,"GH-,L760S",EF-VE,Full-time 4WD
CUSTOM RS,"CBA-,L575S",KF-DET,FF
CUSTOM X LIMITED,"DBA-,L575S",KF-VE,FF
CUSTOM X,"DBA-,L575S",KF-VE,FF
CUSTOM RS,"CBA-,L585S",KF-DET,Full-time 4WD
CUSTOM X LIMITED,"DBA-,L585S",KF-VE,Full-time 4WD
CUSTOM X,"DBA-,L585S",KF-VE,Full-time 4WD
CUSTOM RS TOP EDITION SA II,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM RS SA II,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM RS,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM X TOP EDITION SA II,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM X SA II,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM X,"DBA-,LA610S",KF,Full-time 4WD
X,"LA-,L960S",EF-VE,Full-time 4WD
L LIMITED,"LA-,L960S",EF-VE,Full-time 4WD
L LIMITED,"LA-,L960S",EF-VE,Full-time 4WD
L LIMITED,"LA-,L960S",EF-VE,Full-time 4WD
L,"LA-,L960S",EF-VE,Full-time 4WD
L,"LA-,L960S",EF-VE,Full-time 4WD
L,"LA-,L960S",EF-VE,Full-time 4WD
ACTIVE TOP,"LA-,L880K",JB-DET,FF
ACTIVE TOP,"LA-,L880K",JB-DET,FF
V,"DBA-,L250S",EF-VD,FF
X,"CBA-,L250S",EF-VE,FF
X,"CBA-,L250S",EF-VE,FF
X,"CBA-,L250S",EF-VE,FF
L,"TA-,L250S",EF-SE,FF
L,"TA-,L250S",EF-SE,FF
L,"TA-,L250S",EF-SE,FF
L,"TA-,L250S",EF-SE,FF
1.0CL,"DBA-,M600S",1KR-FE,FF
1.0CL LIMITED,"DBA-,M610S",1KR-FE,Full-time 4WD
1.0CL,"DBA-,M610S",1KR-FE,Full-time 4WD
1.3CX,"DBA-,M301S",K3-VE,FF
1.0CL LIMITED,"DBA-,M300S",1KR-FE,FF
1.0CL LIMITED,"DBA-,M310S",1KR-FE,Full-time 4WD
1.0CL,"DBA-,M300S",1KR-FE,FF
CR-LIMITED,"E-,G203S",HE-EG,FF
POSE,"E-,G200S",HC-E,FF
POSE,"E-,G200S",HC-E,FF
POSE,"E-,G200S",HC-E,FF
POSE,"E-,G200S",HC-E,FF
TR-LIMITED,"E-,G213S",HE-EG,Full-time 4WD
STYLE X SA II,"DBA-,LA260S",KF,Full-time 4WD
STYLE X,"DBA-,LA260S",KF,Full-time 4WD
SPORT SA II,"DBA-,LA250S",KF,FF
SPORT SA II,"DBA-,LA260S",KF,Full-time 4WD
X TURBO SMART SELECTION SA,"DBA-,LA100S",KF,FF
X TURBO VS,"DBA-,LA100S",KF,FF
X SMART SELECTION SA,"DBA-,LA100S",KF,FF
L VS SMART SELECTION SA,"DBA-,LA100S",KF,FF
L SMART SELECTION SA,"DBA-,LA100S",KF,FF
L VS,"DBA-,LA100S",KF,FF
X TURBO VS SMART SELECTION SA,"DBA-,LA110S",KF,Full-time 4WD
PICO,"E-,L300S",EF-KL,FF
CX,"E-,L300S",EF-ZL,FF
CX,"E-,L300S",EF-ZL,FF
PICO LIMITED,"E-,L300S",EF-ZL,FF
PICO LIMITED,"E-,L300S",EF-ZL,FF
PICO,"E-,L300S",EF-KL,FF
PICO,"E-,L300S",EF-KL,FF
BASEGRADE,"GH-,L760S",EF-VE,Full-time 4WD
TURBO,"GF-,L750S",EF-DET,FF
TURBO,"GF-,L750S",EF-DET,FF
TURBO,"GF-,L760S",EF-DET,Full-time 4WD
TURBO,"GF-,L760S",EF-DET,Full-time 4WD
X LIMITED,"DBA-,L575S",KF-VE,FF
X,"DBA-,L575S",KF-VE,FF
L LIMITED,"DBA-,L575S",KF-VE,FF
L,"DBA-,L575S",KF-VE,FF
G SMART SELECTION SA,"DBA-,LA600S",KF,FF
X TURBO SMART SELECTION SA,"DBA-,LA600S",KF,FF
X SMART SELECTION SA,"DBA-,LA600S",KF,FF
L SMART SELECTION SA,"DBA-,LA600S",KF,FF
G SMART SELECTION SA,"DBA-,LA610S",KF,Full-time 4WD
X TURBO SMART SELECTION SA,"DBA-,LA610S",KF,Full-time 4WD
X,"ABA-,L260S",EF-VE,Full-time 4WD
X,"ABA-,L260S",EF-VE,Full-time 4WD
L,"TA-,L260S",EF-SE,Full-time 4WD
L,"TA-,L260S",EF-SE,Full-time 4WD
L,"TA-,L260S",EF-SE,Full-time 4WD
L,"TA-,L260S",EF-SE,Full-time 4WD
2 SEATER,"LE-,L250V",EF-SE,FF
2 SEATER,"LE-,L250V",EF-SE,FF
1.0CL,"DBA-,M310S",1KR-FE,Full-time 4WD
1.0CL LIMITED,"DBA-,M300S",1KR-FE,FF
1.3CX LIMITED,"DBA-,M301S",K3-VE,FF
1.0CL LIMITED,"DBA-,M310S",1KR-FE,Full-time 4WD
X4,"ABA-,M312S",KJ-VET,Full-time 4WD
TR-LIMITED,"E-,G213S",HE-EG,Full-time 4WD
CR-LIMITED,"E-,G213S",HE-EG,Full-time 4WD
CR-LIMITED,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
POSE,"E-,G213S",HE-EG,Full-time 4WD
X TURBO SMART SELECTION SA,"DBA-,LA110S",KF,Full-time 4WD
X TURBO VS,"DBA-,LA110S",KF,Full-time 4WD
X SMART SELECTION SA,"DBA-,LA110S",KF,Full-time 4WD
L VS SMART SELECTION SA,"DBA-,LA110S",KF,Full-time 4WD
L SMART SELECTION SA,"DBA-,LA110S",KF,Full-time 4WD
L VS,"DBA-,LA110S",KF,Full-time 4WD
PICO LIMITED,"E-,L310S",EF-ZL,Part-time 4WD
PICO LIMITED,"E-,L310S",EF-ZL,Full-time 4WD
AD-4,"E-,L310S",EF-ZL,Part-time 4WD
AD-4,"E-,L310S",EF-ZL,Full-time 4WD
G PACKAGE,"GH-,L750S",EF-VE,FF
G PACKAGE,"GH-,L750S",EF-VE,FF
G PACKAGE,"GH-,L760S",EF-VE,Full-time 4WD
G PACKAGE,"GH-,L760S",EF-VE,Full-time 4WD
TURBO G PACKAGE,"GF-,L750S",EF-DET,FF
TURBO G PACKAGE,"GF-,L750S",EF-DET,FF
TURBO G PACKAGE,"GF-,L760S",EF-DET,Full-time 4WD
TURBO G PACKAGE,"GF-,L760S",EF-DET,Full-time 4WD
X LIMITED,"DBA-,L585S",KF-VE,Full-time 4WD
X,"DBA-,L585S",KF-VE,Full-time 4WD
L LIMITED,"DBA-,L585S",KF-VE,Full-time 4WD
L,"DBA-,L585S",KF-VE,Full-time 4WD
CUSTOM RS,"CBA-,L575S",KF-DET,FF
CUSTOM X,"DBA-,L575S",KF-VE,FF
